id,name,HP,attack,defense,sp. attack,sp. defense,speed,species,description,height,weight,gender,thumbnail,type_fire,type_water,type_electric,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
77,"Ponyta",50,85,55,65,65,90,"Fire Horse Pokémon","Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.","1 m","30 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/077.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"Rapidash",65,100,70,80,80,105,"Fire Horse Pokémon","Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.","1.7 m","95 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/078.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"Slowpoke",90,65,65,40,40,15,"Dopey Pokémon","Although their tails, which fall off naturally, can easily be found lying around, they’re a precious ingredient for cooking.","1.2 m","36 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/079.png",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,"Slowbro",95,75,110,100,80,30,"Hermit Crab Pokémon","Shellder, in its greed to suck out more and more sweetness from Slowbro’s tail, has metamorphosed into a spiral-shaped shell.","1.6 m","78.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/080.png",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,"Magnemite",25,35,70,95,55,45,"Magnet Pokémon","Perhaps because electrical lines are often buried these days, the number of Magnemite attacks on power plants has increased.","0.3 m","6 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/081.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,"Magneton",50,60,95,120,70,70,"Magnet Pokémon","When rain clouds form, many Magneton gather in high places to wait for lightning to strike.","1 m","60 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/082.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,"Farfetch'd",52,90,55,58,62,60,"Wild Duck Pokémon","Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks.","0.8 m","15 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/083.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,"Doduo",35,85,45,35,35,75,"Twin Bird Pokémon","Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains.","1.4 m","39.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/084.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,"Dodrio",60,110,70,60,60,110,"Triple Bird Pokémon","Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest.","1.8 m","85.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/085.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,"Seel",65,45,55,45,70,45,"Sea Lion Pokémon","Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters.","1.1 m","90 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/086.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"Dewgong",90,70,80,70,95,70,"Sea Lion Pokémon","It sunbathes on the beach after meals. The rise in its body temperature helps its digestion.","1.7 m","120 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/087.png",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,"Grimer",80,80,50,40,50,25,"Sludge Pokémon","The wastewater coming from factories is clean these days, so Grimer have nothing to eat. They’re said to be on the verge of extinction.","0.9 m","30 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/088.png",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,"Muk",105,105,75,65,100,50,"Sludge Pokémon","Because they scatter germs everywhere, they’ve long been targeted for extermination, leading to a steep decline in their population.","1.2 m","30 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/089.png",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,"Shellder",30,65,100,45,25,40,"Bivalve Pokémon","Even when its shell is closed, its tongue still hangs out. If you give its tongue a good yank, the shock will cause Shellder to open its shell.","0.3 m","4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/090.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"Cloyster",50,95,180,85,45,70,"Bivalve Pokémon","Slowpoke tails are its favorite food. It has even been known to come up on land to look for Slowpoke from time to time.","1.5 m","132.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/091.png",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,"Gastly",30,35,30,100,35,80,"Gas Pokémon","Poisonous gas comprises 95% of its body. It’s said that the remaining 5% is made up of the souls of those who died from the gas.","1.3 m","0.1 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/092.png",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93,"Haunter",45,50,45,115,55,95,"Gas Pokémon","It’s dangerous to go outside alone on nights when you’re feeling sad. Haunter will catch you, and you won’t be able to go back home.","1.6 m","0.1 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/093.png",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
94,"Gengar",60,65,60,130,75,110,"Shadow Pokémon","Even your home isn’t safe. Gengar will lurk in whatever dark corner of a room it can find and wait for its chance to catch its prey.","1.5 m","40.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/094.png",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
95,"Onix",35,45,160,30,45,70,"Rock Snake Pokémon","Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.","8.8 m","210 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/095.png",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
96,"Drowzee",60,48,45,43,90,42,"Hypnosis Pokémon","It puts its prey to sleep and devours their dreams. It seems that bad dreams taste sour, so Drowzee doesn’t particularly like eating them.","1 m","32.4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/096.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97,"Hypno",85,73,70,73,115,67,"Hypnosis Pokémon","There are some Hypno that assist doctors with patients who can’t sleep at night in hospitals.","1.6 m","75.6 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/097.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,"Krabby",30,105,90,25,25,50,"River Crab Pokémon","Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.","0.4 m","6.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/098.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"Kingler",55,130,115,50,50,75,"Pincer Pokémon","Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires.","1.3 m","60 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/099.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"Voltorb",40,30,50,55,55,100,"Ball Pokémon","Voltorb is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.","0.5 m","10.4 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/100.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Electrode",60,50,70,80,80,150,"Ball Pokémon","One of Electrode’s characteristics is its attraction to electricity. It is a problematical Pokémon that congregates mostly at electrical power plants to feed on electricity that has just been generated.","1.2 m","66.6 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/101.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"Exeggcute",60,40,80,60,45,40,"Egg Pokémon","Although they are the same size as other Exeggcute, the ones produced in Alola are quite heavy. Their shells are packed full.","0.4 m","2.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/102.png",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
103,"Exeggutor",95,95,85,125,75,55,"Coconut Pokémon","Each of its three heads has its own thoughts. When they want to go in different directions, Exeggutor becomes unable to move.","2 m","120 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/103.png",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
104,"Cubone",50,50,95,40,50,35,"Lonely Pokémon","It wears its mother’s skull on its head, so no one knows what its bare face looks like. However, it’s clear that it’s always crying.","0.4 m","6.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/104.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,"Marowak",60,80,110,50,80,45,"Bone Keeper Pokémon","They thump their bones rhythmically to communicate among themselves. There are nearly 50 different rhythmic patterns.","1 m","45 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/105.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,"Hitmonlee",50,120,53,35,110,87,"Kicking Pokémon","Hitmonlee’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue.","1.5 m","49.8 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/106.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,"Hitmonchan",50,105,79,35,110,76,"Punching Pokémon","Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.","1.4 m","50.2 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/107.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,"Lickitung",90,55,75,60,75,30,"Licking Pokémon","It licks filth clean with its tongue. Whatever it licks always stinks afterward, so whether it’s really clean is...questionable.","1.2 m","65.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/108.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"Koffing",40,65,95,60,45,35,"Poison Gas Pokémon","Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon.","0.6 m","1 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/109.png",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,"Weezing",65,90,120,85,70,60,"Poison Gas Pokémon","Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokémon also becomes more putrid.","1.2 m","9.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/110.png",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,"Rhyhorn",80,85,95,30,30,25,"Spikes Pokémon","Rhyhorn’s brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something.","1 m","115 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/111.png",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
112,"Rhydon",105,130,120,45,45,40,"Drill Pokémon","Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.","1.9 m","120 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/112.png",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
113,"Chansey",250,5,5,35,105,50,"Egg Pokémon","Because the eggs on their bellies have been overharvested by people in the past, the Chansey population remains very small.","1.1 m","34.6 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/113.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"Tangela",65,55,115,100,40,60,"Vine Pokémon","Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.","1 m","35 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/114.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Kangaskhan",105,95,80,40,80,90,"Parent Pokémon","You shouldn’t get close to the child when it’s playing outside its mother’s pouch. Its mother is always nearby watching over it.","2.2 m","80 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/115.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Horsea",30,40,70,70,25,60,"Dragon Pokémon","If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.","0.4 m","8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/116.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"Seadra",55,65,95,95,45,85,"Dragon Pokémon","Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.","1.2 m","25 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/117.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"Goldeen",45,67,60,35,50,63,"Goldfish Pokémon","The way it swims along fluttering its dress-like fins has earned it the name “princess of the water.”","0.6 m","15 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/118.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"Seaking",80,92,65,65,80,68,"Goldfish Pokémon","To attract females, males dance on the river’s floor. The females gather around the male that dances most gracefully.","1.3 m","39 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/119.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"Staryu",30,45,55,70,55,85,"Star Shape Pokémon","No number of injuries can bother Staryu. Its amazing regenerative powers return it to its previous state in half a day!","0.8 m","34.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/120.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Starmie",60,75,85,100,85,115,"Mysterious Pokémon","It rotates its geometrically shaped body to swim through the water. It always seems to be sending out mysterious radio waves.","1.1 m","80 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/121.png",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122,"Mr. Mime",40,45,65,100,120,90,"Barrier Pokémon","It creates invisible walls with its pantomiming. If you don’t act impressed, it will attack you with a double slap!","1.3 m","54.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/122.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
123,"Scyther",70,110,80,55,80,105,"Mantis Pokémon","Some call it a ninja. Its movements— imperceptibly quick—are sufficient to cleave the air in two. It’s very popular in Alola.","1.5 m","56 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/123.png",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
